Dealer,KING,JACK,,,,Aice,EIGHT,THREE,TEN,,,WIN,Bob,TWO,THREE,THREE,FIVE,FIVE,LOSE,Charlie,FOUR,SIX,ACE,,,WIN,Dave,JACK,EIGHT,,,,LOSE
Dealer,ACE,NINE,,,,Aice,THREE,QUEEN,JACK,,,LOSE,Bob,QUEEN,FOUR,THREE,,,LOSE,Charlie,EIGHT,TEN,,,,LOSE,Dave,TEN,KING,,,,DRAW
Dealer,THREE,TWO,QUEEN,TWO,,Aice,JACK,TWO,QUEEN,,,LOSE,Bob,SIX,EIGHT,FIVE,,,WIN,Charlie,THREE,SEVEN,TWO,JACK,,LOSE,Dave,ACE,JACK,,,,WIN
Dealer,SIX,EIGHT,SIX,,,Aice,KING,NINE,,,,LOSE,Bob,FIVE,ACE,NINE,QUEEN,,LOSE,Charlie,FOUR,TEN,TEN,,,LOSE,Dave,SEVEN,TWO,THREE,NINE,,WIN
Dealer,NINE,SIX,THREE,,,Aice,TWO,JACK,TWO,THREE,,LOSE,Bob,NINE,QUEEN,,,,WIN,Charlie,ACE,JACK,,,,WIN,Dave,EIGHT,TWO,THREE,FIVE,,DRAW
Dealer,TWO,SEVEN,SEVEN,FOUR,,Aice,TEN,JACK,,,,DRAW,Bob,EIGHT,SEVEN,JACK,,,LOSE,Charlie,JACK,SIX,KING,,,LOSE,Dave,TEN,ACE,,,,WIN
Dealer,SIX,SIX,SEVEN,,,Aice,SEVEN,JACK,,,,LOSE,Bob,QUEEN,QUEEN,,,,WIN,Charlie,SEVEN,THREE,ACE,,,WIN,Dave,SEVEN,FIVE,EIGHT,,,WIN
Dealer,ACE,EIGHT,,,,Aice,FOUR,THREE,EIGHT,TEN,,LOSE,Bob,JACK,FIVE,NINE,,,LOSE,Charlie,FOUR,SEVEN,FIVE,SEVEN,,LOSE,Dave,TEN,SIX,NINE,,,LOSE
Dealer,SEVEN,TWO,TWO,THREE,JACK,Aice,FIVE,KING,JACK,,,LOSE,Bob,THREE,FOUR,TEN,,,WIN,Charlie,ACE,FOUR,SEVEN,TEN,,LOSE,Dave,QUEEN,TEN,,,,WIN
Dealer,EIGHT,TEN,,,,Aice,FOUR,ACE,EIGHT,FOUR,,LOSE,Bob,FOUR,SIX,FIVE,KING,,LOSE,Charlie,SIX,QUEEN,JACK,,,LOSE,Dave,JACK,QUEEN,,,,WIN
Dealer,NINE,JACK,,,,Aice,JACK,ACE,,,,WIN,Bob,THREE,EIGHT,TWO,THREE,SEVEN,LOSE,Charlie,TEN,TEN,,,,WIN,Dave,KING,TEN,,,,WIN
Dealer,TEN,QUEEN,,,,Aice,NINE,TEN,,,,LOSE,Bob,TWO,ACE,SIX,,,LOSE,Charlie,TWO,NINE,SIX,,,LOSE,Dave,JACK,TEN,,,,DRAW
Dealer,NINE,THREE,SIX,,,Aice,THREE,THREE,TWO,NINE,,LOSE,Bob,SEVEN,KING,,,,LOSE,Charlie,FIVE,TEN,ACE,SIX,,LOSE,Dave,NINE,SEVEN,JACK,,,LOSE
Dealer,TEN,THREE,FOUR,,,Aice,SEVEN,TWO,FOUR,JACK,,LOSE,Bob,JACK,KING,,,,WIN,Charlie,QUEEN,FIVE,THREE,,,WIN,Dave,ACE,QUEEN,,,,WIN
Dealer,EIGHT,TWO,EIGHT,,,Aice,JACK,EIGHT,,,,DRAW,Bob,SIX,TEN,SEVEN,,,LOSE,Charlie,SEVEN,TEN,,,,LOSE,Dave,FIVE,ACE,QUEEN,SEVEN,,LOSE
Dealer,TEN,THREE,TWO,FIVE,,Aice,FOUR,TWO,KING,JACK,,LOSE,Bob,TWO,JACK,TEN,,,LOSE,Charlie,THREE,SIX,THREE,SEVEN,,LOSE,Dave,JACK,TEN,,,,DRAW
Dealer,NINE,THREE,SEVEN,,,Aice,TWO,FOUR,TWO,SIX,FOUR,LOSE,Bob,THREE,EIGHT,ACE,KING,,LOSE,Charlie,FOUR,TEN,FOUR,,,LOSE,Dave,QUEEN,THREE,TWO,EIGHT,,LOSE
Dealer,NINE,ACE,,,,Aice,SIX,JACK,FOUR,,,DRAW,Bob,KING,THREE,NINE,,,LOSE,Charlie,NINE,NINE,,,,LOSE,Dave,THREE,FOUR,TWO,THREE,SEVEN,LOSE
Dealer,EIGHT,FIVE,FOUR,,,Aice,ACE,TEN,,,,WIN,Bob,SEVEN,THREE,THREE,SEVEN,,WIN,Charlie,SEVEN,FOUR,TWO,FIVE,,WIN,Dave,EIGHT,FOUR,NINE,,,WIN
Dealer,SEVEN,JACK,,,,Aice,EIGHT,KING,,,,WIN,Bob,FIVE,EIGHT,SEVEN,,,WIN,Charlie,ACE,FIVE,FIVE,,,WIN,Dave,TWO,THREE,QUEEN,QUEEN,,LOSE
Dealer,SIX,SIX,SEVEN,,,Aice,JACK,ACE,,,,WIN,Bob,SIX,QUEEN,TEN,,,LOSE,Charlie,THREE,KING,NINE,,,LOSE,Dave,EIGHT,EIGHT,QUEEN,,,LOSE
Dealer,KING,QUEEN,,,,Aice,JACK,SEVEN,,,,LOSE,Bob,TWO,SEVEN,EIGHT,,,LOSE,Charlie,SEVEN,SIX,FOUR,,,LOSE,Dave,THREE,THREE,QUEEN,EIGHT,,LOSE
Dealer,JACK,ACE,,,,Aice,THREE,KING,QUEEN,,,LOSE,Bob,SEVEN,EIGHT,JACK,,,LOSE,Charlie,NINE,NINE,,,,LOSE,Dave,SIX,FOUR,THREE,SEVEN,,LOSE
Dealer,FOUR,SIX,THREE,SEVEN,,Aice,KING,SIX,TWO,,,LOSE,Bob,TEN,TWO,TWO,FIVE,,LOSE,Charlie,EIGHT,SEVEN,TWO,,,LOSE,Dave,FOUR,THREE,NINE,NINE,,LOSE
Dealer,SEVEN,TEN,,,,Aice,QUEEN,QUEEN,,,,WIN,Bob,TWO,FIVE,NINE,ACE,,DRAW,Charlie,JACK,THREE,NINE,,,LOSE,Dave,NINE,FOUR,FOUR,,,DRAW
Dealer,ACE,THREE,TEN,TEN,,Aice,TEN,NINE,,,,WIN,Bob,FIVE,FIVE,EIGHT,,,WIN,Charlie,JACK,TWO,QUEEN,,,LOSE,Dave,TWO,JACK,EIGHT,,,WIN
Dealer,TEN,THREE,FIVE,,,Aice,TWO,FOUR,JACK,SEVEN,,LOSE,Bob,JACK,TWO,TEN,,,LOSE,Charlie,SIX,EIGHT,SEVEN,,,WIN,Dave,SIX,SEVEN,FOUR,,,LOSE
Dealer,FOUR,SIX,FOUR,FIVE,,Aice,SIX,QUEEN,KING,,,LOSE,Bob,FIVE,JACK,EIGHT,,,LOSE,Charlie,NINE,SEVEN,QUEEN,,,LOSE,Dave,FIVE,TEN,SEVEN,,,LOSE
Dealer,QUEEN,ACE,,,,Aice,SIX,NINE,EIGHT,,,LOSE,Bob,TWO,TEN,SIX,,,LOSE,Charlie,KING,FOUR,JACK,,,LOSE,Dave,NINE,TWO,JACK,,,DRAW
Dealer,JACK,SIX,NINE,,,Aice,SIX,ACE,,,,WIN,Bob,JACK,TWO,NINE,,,WIN,Charlie,KING,NINE,,,,WIN,Dave,TWO,QUEEN,QUEEN,,,LOSE
Dealer,TEN,THREE,TWO,FOUR,,Aice,FOUR,EIGHT,SIX,,,LOSE,Bob,EIGHT,FOUR,FIVE,,,LOSE,Charlie,TWO,JACK,FIVE,,,LOSE,Dave,QUEEN,QUEEN,,,,WIN
Dealer,NINE,NINE,,,,Aice,TWO,SIX,NINE,,,LOSE,Bob,SIX,TWO,FOUR,SEVEN,,WIN,Charlie,THREE,THREE,TWO,TEN,,DRAW,Dave,THREE,FOUR,THREE,KING,,WIN
Dealer,QUEEN,EIGHT,,,,Aice,QUEEN,KING,,,,WIN,Bob,ACE,SEVEN,,,,DRAW,Charlie,TEN,EIGHT,,,,DRAW,Dave,FOUR,TEN,THREE,,,LOSE
Dealer,EIGHT,NINE,,,,Aice,THREE,NINE,SEVEN,,,WIN,Bob,SIX,TWO,THREE,QUEEN,,WIN,Charlie,TEN,TEN,,,,WIN,Dave,QUEEN,SIX,FIVE,,,WIN
Dealer,QUEEN,TEN,,,,Aice,THREE,ACE,FOUR,,,LOSE,Bob,FIVE,NINE,TWO,SEVEN,,LOSE,Charlie,JACK,QUEEN,,,,DRAW,Dave,TEN,KING,,,,DRAW
Dealer,THREE,KING,SEVEN,,,Aice,QUEEN,EIGHT,,,,LOSE,Bob,TWO,NINE,ACE,SEVEN,,LOSE,Charlie,FIVE,FIVE,FOUR,THREE,,LOSE,Dave,SIX,FIVE,THREE,FOUR,,LOSE
Dealer,TEN,SIX,EIGHT,,,Aice,SEVEN,KING,,,,WIN,Bob,FOUR,JACK,QUEEN,,,LOSE,Charlie,FIVE,ACE,SIX,JACK,,LOSE,Dave,SIX,NINE,THREE,,,WIN
Dealer,SEVEN,KING,,,,Aice,NINE,FIVE,SIX,,,WIN,Bob,JACK,EIGHT,,,,WIN,Charlie,SIX,EIGHT,THREE,,,DRAW,Dave,SIX,TWO,SIX,NINE,,LOSE
Dealer,QUEEN,ACE,,,,Aice,NINE,QUEEN,,,,LOSE,Bob,TEN,NINE,,,,LOSE,Charlie,TEN,SIX,FOUR,,,LOSE,Dave,KING,FIVE,THREE,,,LOSE
Dealer,ACE,KING,,,,Aice,EIGHT,SEVEN,SIX,,,DRAW,Bob,FIVE,TWO,SEVEN,SEVEN,,DRAW,Charlie,QUEEN,SIX,FOUR,,,LOSE,Dave,QUEEN,FIVE,TEN,,,LOSE
Dealer,THREE,JACK,SEVEN,,,Aice,SEVEN,SIX,NINE,,,LOSE,Bob,FIVE,FIVE,QUEEN,,,DRAW,Charlie,SEVEN,FOUR,ACE,TWO,SEVEN,WIN,Dave,EIGHT,EIGHT,SIX,,,LOSE
Dealer,SEVEN,QUEEN,,,,Aice,EIGHT,SIX,FIVE,,,WIN,Bob,FOUR,SIX,EIGHT,,,WIN,Charlie,KING,FOUR,SIX,,,WIN,Dave,ACE,NINE,,,,WIN
Dealer,THREE,NINE,SIX,,,Aice,QUEEN,ACE,,,,WIN,Bob,KING,TEN,,,,WIN,Charlie,NINE,SEVEN,FIVE,,,WIN,Dave,THREE,EIGHT,FIVE,JACK,,LOSE
Dealer,TEN,SIX,KING,,,Aice,EIGHT,QUEEN,,,,WIN,Bob,NINE,SEVEN,NINE,,,LOSE,Charlie,FIVE,NINE,FIVE,,,WIN,Dave,JACK,THREE,QUEEN,,,LOSE
Dealer,KING,TWO,THREE,NINE,,Aice,FIVE,SEVEN,FIVE,,,WIN,Bob,TEN,SEVEN,,,,WIN,Charlie,SIX,TEN,FOUR,,,WIN,Dave,NINE,TWO,TWO,QUEEN,,LOSE
Dealer,THREE,SIX,ACE,,,Aice,THREE,QUEEN,NINE,,,LOSE,Bob,THREE,KING,SEVEN,,,DRAW,Charlie,FOUR,THREE,JACK,,,LOSE,Dave,FIVE,NINE,QUEEN,,,LOSE
Dealer,SEVEN,FIVE,SIX,,,Aice,FOUR,TWO,KING,TWO,,DRAW,Bob,QUEEN,QUEEN,,,,WIN,Charlie,NINE,SEVEN,ACE,,,LOSE,Dave,JACK,TEN,,,,WIN
Dealer,EIGHT,TWO,FIVE,JACK,,Aice,TWO,FIVE,EIGHT,FOUR,,WIN,Bob,QUEEN,FIVE,EIGHT,,,LOSE,Charlie,JACK,SEVEN,,,,WIN,Dave,EIGHT,KING,,,,WIN
Dealer,KING,QUEEN,,,,Aice,QUEEN,JACK,,,,DRAW,Bob,JACK,SIX,JACK,,,LOSE,Charlie,FOUR,ACE,SEVEN,FIVE,,LOSE,Dave,EIGHT,NINE,,,,LOSE
Dealer,SIX,NINE,SIX,,,Aice,SIX,JACK,QUEEN,,,LOSE,Bob,NINE,FOUR,TEN,,,LOSE,Charlie,TEN,TWO,TWO,SIX,,LOSE,Dave,QUEEN,FIVE,JACK,,,LOSE
Dealer,KING,JACK,,,,Aice,TWO,SEVEN,QUEEN,,,LOSE,Bob,FIVE,ACE,FOUR,,,DRAW,Charlie,FIVE,FOUR,FOUR,EIGHT,,WIN,Dave,QUEEN,TEN,,,,DRAW
Dealer,SEVEN,SIX,SEVEN,,,Aice,EIGHT,SIX,KING,,,LOSE,Bob,SEVEN,JACK,,,,LOSE,Charlie,SEVEN,THREE,JACK,,,DRAW,Dave,ACE,QUEEN,,,,WIN
Dealer,QUEEN,ACE,,,,Aice,SEVEN,NINE,EIGHT,,,LOSE,Bob,SIX,TEN,TWO,,,LOSE,Charlie,FIVE,TEN,TEN,,,LOSE,Dave,QUEEN,THREE,EIGHT,,,DRAW
Dealer,FIVE,SEVEN,FOUR,TWO,,Aice,NINE,THREE,TWO,SIX,,WIN,Bob,THREE,TWO,TEN,THREE,,DRAW,Charlie,ACE,JACK,,,,WIN,Dave,EIGHT,TWO,TEN,,,WIN
