dealer,player,handtype,action,Q-value
1, 10, 0, 1, 0.0
1, 10, 1, 0, 0.0
1, 10, 1, 1, 0.0
1, 11, 0, 0, 0.0
1, 11, 0, 1, 0.0
1, 11, 1, 0, 0.0
1, 11, 1, 1, 0.0
1, 12, 0, 0, 0.0
1, 12, 0, 1, 0.0
1, 12, 1, 0, 0.0
1, 12, 1, 1, 0.0
1, 13, 0, 0, 0.0
1, 13, 0, 1, 0.0
1, 13, 1, 0, 0.0
1, 13, 1, 1, 0.0
1, 14, 0, 0, 0.0
1, 14, 0, 1, 0.0
1, 14, 1, 0, 0.0
1, 14, 1, 1, 0.0
1, 15, 0, 0, 0.0
1, 15, 0, 1, 0.0
1, 15, 1, 0, 0.0
1, 15, 1, 1, 0.0
1, 16, 0, 0, 0.0
1, 16, 0, 1, 0.0
1, 16, 1, 0, 0.0
1, 16, 1, 1, 0.0
1, 17, 0, 0, 0.0
1, 17, 0, 1, 0.0
1, 17, 1, 0, 0.0
1, 17, 1, 1, 0.0
1, 18, 0, 0, 0.0
1, 18, 0, 1, 0.0
1, 18, 1, 0, 0.0
1, 18, 1, 1, 0.0
1, 19, 0, 0, 0.0
1, 19, 0, 1, 0.0
1, 19, 1, 0, 0.0
1, 19, 1, 1, 0.0
1, 20, 0, 0, 0.0
1, 20, 0, 1, 0.0
1, 20, 1, 0, 0.0
1, 20, 1, 1, 0.0
1, 21, 0, 0, 100.0
1, 21, 0, 1, 0.0
1, 21, 1, 0, 100.0
1, 21, 1, 1, 0.0
1, 22, 0, 0, 0.0
1, 22, 0, 1, 0.0
1, 22, 1, 0, 0.0
1, 22, 1, 1, 0.0
2, 0, 0, 0, 0.0
2, 0, 0, 1, 0.0
2, 0, 1, 0, 0.0
2, 0, 1, 1, 0.0
2, 1, 0, 0, 0.0
2, 1, 0, 1, 0.0
2, 1, 1, 0, 0.0
2, 1, 1, 1, 0.0
2, 2, 0, 0, 0.0
2, 2, 0, 1, 0.0
2, 2, 1, 0, 0.0
2, 2, 1, 1, 0.0
2, 3, 0, 0, 0.0
2, 3, 0, 1, 0.0
2, 3, 1, 0, 0.0
2, 3, 1, 1, 0.0
2, 4, 0, 0, 0.0
2, 4, 0, 1, 0.0
2, 4, 1, 0, 34.66752743705623
2, 4, 1, 1, 41.771113622951
2, 5, 0, 0, 0.0
2, 5, 0, 1, 0.0
2, 5, 1, 0, 34.70232410060493
2, 5, 1, 1, 41.018231888718965
2, 6, 0, 0, 0.0
2, 6, 0, 1, 0.0
2, 6, 1, 0, 34.76635514018692
2, 6, 1, 1, 40.58852926477934
2, 7, 0, 0, 0.0
2, 7, 0, 1, 0.0
2, 7, 1, 0, 35.63343491510675
2, 7, 1, 1, 40.31833430396304
2, 8, 0, 0, 0.0
2, 8, 0, 1, 0.0
2, 8, 1, 0, 35.26159334126021
2, 8, 1, 1, 44.46898511770434
2, 9, 0, 0, 0.0
2, 9, 0, 1, 0.0
2, 9, 1, 0, 35.27781759113293
2, 9, 1, 1, 49.07702619739062
2, 10, 0, 0, 0.0
2, 10, 0, 1, 0.0
2, 10, 1, 0, 35.114381698928085
2, 10, 1, 1, 54.14654263512553
2, 11, 0, 0, 0.0
2, 11, 0, 1, 0.0
2, 11, 1, 0, 35.26357145297427
2, 11, 1, 1, 57.522636605916205
2, 12, 0, 0, 36.2194315928618
2, 12, 0, 1, 50.25975328452548
2, 12, 1, 0, 35.353723986458995
2, 12, 1, 1, 34.08165698615246
2, 13, 0, 0, 35.639629029883466
2, 13, 0, 1, 48.94169155382894
2, 13, 1, 0, 35.39510578914663
2, 13, 1, 1, 31.42417869828759
2, 14, 0, 0, 33.79040156709091
2, 14, 0, 1, 47.95159420682045
2, 14, 1, 0, 35.377120798524516
2, 14, 1, 1, 28.797562425683687
2, 15, 0, 0, 34.495289367429514
2, 15, 0, 1, 46.973920209414
2, 15, 1, 0, 35.39172997843643
2, 15, 1, 1, 26.14118429026644
2, 16, 0, 0, 35.27369517416956
2, 16, 0, 1, 46.22941908850833
2, 16, 1, 0, 35.36795463483208
2, 16, 1, 1, 23.45876868001485
2, 17, 0, 0, 35.11278195488713
2, 17, 0, 1, 45.30077189246752
2, 17, 1, 0, 35.353695248313485
2, 17, 1, 1, 20.65463513059053
2, 18, 0, 0, 49.33346820295457
2, 18, 0, 1, 49.21186386154541
2, 18, 1, 0, 49.34897242070403
2, 18, 1, 1, 17.346990646604414
2, 19, 0, 0, 62.848570986636496
2, 19, 0, 1, 51.06646353075609
2, 19, 1, 0, 62.86788258631206
2, 19, 1, 1, 12.25532627816716
2, 20, 0, 0, 75.63851409607338
2, 20, 0, 1, 53.67433129985924
2, 20, 1, 0, 75.80489414284474
2, 20, 1, 1, 6.885845668445604
2, 21, 0, 0, 88.19425115285216
2, 21, 0, 1, 57.58219317949768
2, 21, 1, 0, 100.0
2, 21, 1, 1, 0.0
2, 22, 0, 0, 0.0
2, 22, 0, 1, 0.0
2, 22, 1, 0, 0.0
2, 22, 1, 1, 0.0
3, 0, 0, 0, 0.0
3, 0, 0, 1, 0.0
3, 0, 1, 0, 0.0
3, 0, 1, 1, 0.0
3, 1, 0, 0, 0.0
3, 1, 0, 1, 0.0
3, 1, 1, 0, 0.0
3, 1, 1, 1, 0.0
3, 2, 0, 0, 0.0
3, 2, 0, 1, 0.0
3, 2, 1, 0, 0.0
3, 2, 1, 1, 0.0
3, 3, 0, 0, 0.0
3, 3, 0, 1, 0.0
3, 3, 1, 0, 0.0
3, 3, 1, 1, 0.0
3, 4, 0, 0, 0.0
3, 4, 0, 1, 0.0
3, 4, 1, 0, 37.78937072057387
3, 4, 1, 1, 43.51467780787427
3, 5, 0, 0, 0.0
3, 5, 0, 1, 0.0
3, 5, 1, 0, 37.27877902256862
3, 5, 1, 1, 42.985425952823036
3, 6, 0, 0, 0.0
3, 6, 0, 1, 0.0
3, 6, 1, 0, 37.54933283217443
3, 6, 1, 1, 42.62172750450852
3, 7, 0, 0, 0.0
3, 7, 0, 1, 0.0
3, 7, 1, 0, 38.02721088435367
3, 7, 1, 1, 42.06495525835729
3, 8, 0, 0, 0.0
3, 8, 0, 1, 0.0
3, 8, 1, 0, 37.128116938951116
3, 8, 1, 1, 45.92776580064833
3, 9, 0, 0, 0.0
3, 9, 0, 1, 0.0
3, 9, 1, 0, 36.77276661217424
3, 9, 1, 1, 50.609805693294035
3, 10, 0, 0, 0.0
3, 10, 0, 1, 0.0
3, 10, 1, 0, 36.75783076203788
3, 10, 1, 1, 55.560885423247875
3, 11, 0, 0, 0.0
3, 11, 0, 1, 0.0
3, 11, 1, 0, 36.99490260945901
3, 11, 1, 1, 58.733822942526984
3, 12, 0, 0, 37.008130081300806
3, 12, 0, 1, 51.50607538891523
3, 12, 1, 0, 37.45762386042397
3, 12, 1, 1, 35.53483028367756
3, 13, 0, 0, 38.14919735599619
3, 13, 0, 1, 50.49100904655754
3, 13, 1, 0, 37.37964562601763
3, 13, 1, 1, 32.10298756069026
3, 14, 0, 0, 37.26923076923086
3, 14, 0, 1, 49.76419025139519
3, 14, 1, 0, 37.31738832864665
3, 14, 1, 1, 29.718762855753756
3, 15, 0, 0, 37.578451882845094
3, 15, 0, 1, 48.905882782722976
3, 15, 1, 0, 37.40231610962411
3, 15, 1, 1, 26.73240100565676
3, 16, 0, 0, 37.455595026642946
3, 16, 0, 1, 47.869475277683016
3, 16, 1, 0, 37.40211228942144
3, 16, 1, 1, 24.406491242633123
3, 17, 0, 0, 37.129259794340186
3, 17, 0, 1, 47.123934743917836
3, 17, 1, 0, 37.36181424054436
3, 17, 1, 1, 21.292869479397787
3, 18, 0, 0, 51.02434913359223
3, 18, 0, 1, 49.81591865357652
3, 18, 1, 0, 50.86396624738397
3, 18, 1, 1, 17.503601564108063
3, 19, 0, 0, 63.922913412643425
3, 19, 0, 1, 53.62635276248341
3, 19, 1, 0, 64.03847458806077
3, 19, 1, 1, 12.754858793504802
3, 20, 0, 0, 76.5696853929364
3, 20, 0, 1, 55.1236749116608
3, 20, 1, 0, 76.54252853717774
3, 20, 1, 1, 6.798454668606685
3, 21, 0, 0, 88.478083419719
3, 21, 0, 1, 58.50329014591079
3, 21, 1, 0, 100.0
3, 21, 1, 1, 0.0
3, 22, 0, 0, 0.0
3, 22, 0, 1, 0.0
3, 22, 1, 0, 0.0
3, 22, 1, 1, 0.0
4, 0, 0, 0, 0.0
4, 0, 0, 1, 0.0
4, 0, 1, 0, 0.0
4, 0, 1, 1, 0.0
4, 1, 0, 0, 0.0
4, 1, 0, 1, 0.0
4, 1, 1, 0, 0.0
4, 1, 1, 1, 0.0
4, 2, 0, 0, 0.0
4, 2, 0, 1, 0.0
4, 2, 1, 0, 0.0
4, 2, 1, 1, 0.0
4, 3, 0, 0, 0.0
4, 3, 0, 1, 0.0
4, 3, 1, 0, 0.0
4, 3, 1, 1, 0.0
4, 4, 0, 0, 0.0
4, 4, 0, 1, 0.0
4, 4, 1, 0, 40.24731684554373
4, 4, 1, 1, 45.086365157770835
4, 5, 0, 0, 0.0
4, 5, 0, 1, 0.0
4, 5, 1, 0, 40.2069938842716
4, 5, 1, 1, 44.63855542618608
4, 6, 0, 0, 0.0
4, 6, 0, 1, 0.0
4, 6, 1, 0, 39.31360460337032
4, 6, 1, 1, 44.354430547240014
4, 7, 0, 0, 0.0
4, 7, 0, 1, 0.0
4, 7, 1, 0, 39.634112018013056
4, 7, 1, 1, 43.88941739732588
4, 8, 0, 0, 0.0
4, 8, 0, 1, 0.0
4, 8, 1, 0, 39.75404919016206
4, 8, 1, 1, 47.75181759130284
4, 9, 0, 0, 0.0
4, 9, 0, 1, 0.0
4, 9, 1, 0, 39.61411194481958
4, 9, 1, 1, 51.99899656814517
4, 10, 0, 0, 0.0
4, 10, 0, 1, 0.0
4, 10, 1, 0, 39.155882938483096
4, 10, 1, 1, 56.81739057948957
4, 11, 0, 0, 0.0
4, 11, 0, 1, 0.0
4, 11, 1, 0, 39.7627504858922
4, 11, 1, 1, 59.9915126172191
4, 12, 0, 0, 40.65094652939227
4, 12, 0, 1, 52.99086278159732
4, 12, 1, 0, 39.41528472459737
4, 12, 1, 1, 36.802130442318635
4, 13, 0, 0, 38.41346153846168
4, 13, 0, 1, 52.17435524881925
4, 13, 1, 0, 39.456918601723224
4, 13, 1, 1, 33.66633190619677
4, 14, 0, 0, 40.0294550810014
4, 14, 0, 1, 51.275868726736036
4, 14, 1, 0, 39.37688645548214
4, 14, 1, 1, 30.29689357907252
4, 15, 0, 0, 39.88846102775185
4, 15, 0, 1, 50.281890231739986
4, 15, 1, 0, 39.353491159721194
4, 15, 1, 1, 27.725777394845995
4, 16, 0, 0, 39.02524955960074
4, 16, 0, 1, 49.56809335658408
4, 16, 1, 0, 39.459300002993736
4, 16, 1, 1, 24.700505071586733
4, 17, 0, 0, 39.20550953188946
4, 17, 0, 1, 48.811925353359285
4, 17, 1, 0, 39.49791127418812
4, 17, 1, 1, 21.260918253079506
4, 18, 0, 0, 52.517784109047604
4, 18, 0, 1, 50.91090094574407
4, 18, 1, 0, 52.50738320171437
4, 18, 1, 1, 17.632669876664085
4, 19, 0, 0, 65.04842724796863
4, 19, 0, 1, 55.26567278287466
4, 19, 1, 0, 65.10843153956132
4, 19, 1, 1, 12.653783495309264
4, 20, 0, 0, 77.26100024692539
4, 20, 0, 1, 55.99091425326518
4, 20, 1, 0, 77.21419944093626
4, 20, 1, 1, 6.858124032051708
4, 21, 0, 0, 88.88215054518095
4, 21, 0, 1, 59.84300008134711
4, 21, 1, 0, 100.0
4, 21, 1, 1, 0.0
4, 22, 0, 0, 0.0
4, 22, 0, 1, 0.0
4, 22, 1, 0, 0.0
4, 22, 1, 1, 0.0
5, 0, 0, 0, 0.0
5, 0, 0, 1, 0.0
5, 0, 1, 0, 0.0
5, 0, 1, 1, 0.0
5, 1, 0, 0, 0.0
5, 1, 0, 1, 0.0
5, 1, 1, 0, 0.0
5, 1, 1, 1, 0.0
5, 2, 0, 0, 0.0
5, 2, 0, 1, 0.0
5, 2, 1, 0, 0.0
5, 2, 1, 1, 0.0
5, 3, 0, 0, 0.0
5, 3, 0, 1, 0.0
5, 3, 1, 0, 0.0
5, 3, 1, 1, 0.0
5, 4, 0, 0, 0.0
5, 4, 0, 1, 0.0
5, 4, 1, 0, 42.834863975047675
5, 4, 1, 1, 47.18988751301728
5, 5, 0, 0, 0.0
5, 5, 0, 1, 0.0
5, 5, 1, 0, 41.93548387096772
5, 5, 1, 1, 46.66026938902598
5, 6, 0, 0, 0.0
5, 6, 0, 1, 0.0
5, 6, 1, 0, 42.0031637665474
5, 6, 1, 1, 46.39158304637685
5, 7, 0, 0, 0.0
5, 7, 0, 1, 0.0
5, 7, 1, 0, 42.362289770097206
5, 7, 1, 1, 45.91477333207211
5, 8, 0, 0, 0.0
5, 8, 0, 1, 0.0
5, 8, 1, 0, 41.582431114987976
5, 8, 1, 1, 49.532326909219016
5, 9, 0, 0, 0.0
5, 9, 0, 1, 0.0
5, 9, 1, 0, 41.511080936908776
5, 9, 1, 1, 53.53620520737391
5, 10, 0, 0, 0.0
5, 10, 0, 1, 0.0
5, 10, 1, 0, 41.76451664790119
5, 10, 1, 1, 58.34500330768564
5, 11, 0, 0, 0.0
5, 11, 0, 1, 0.0
5, 11, 1, 0, 41.6249622140864
5, 11, 1, 1, 61.41989666358263
5, 12, 0, 0, 42.813078346699605
5, 12, 0, 1, 54.48138070902893
5, 12, 1, 0, 41.67565706057952
5, 12, 1, 1, 37.536775895302334
5, 13, 0, 0, 42.16867469879531
5, 13, 0, 1, 53.69743604578317
5, 13, 1, 0, 41.58735422359651
5, 13, 1, 1, 34.42440318302356
5, 14, 0, 0, 42.018822661007654
5, 14, 0, 1, 52.97876546388191
5, 14, 1, 0, 41.68759734758997
5, 14, 1, 1, 30.86277853991324
5, 15, 0, 0, 42.658051437983104
5, 15, 0, 1, 52.16672623302359
5, 15, 1, 0, 41.589568773481176
5, 15, 1, 1, 27.602152835797632
5, 16, 0, 0, 42.21199166940704
5, 16, 0, 1, 51.29026680841503
5, 16, 1, 0, 41.595010649558525
5, 16, 1, 1, 24.61819768529092
5, 17, 0, 0, 42.39921764641975
5, 17, 0, 1, 50.51582793965319
5, 17, 1, 0, 41.62934263664737
5, 17, 1, 1, 21.93007865594155
5, 18, 0, 0, 53.79020902954539
5, 18, 0, 1, 53.37924249877034
5, 18, 1, 0, 53.87060973144452
5, 18, 1, 1, 17.545942597563588
5, 19, 0, 0, 65.97381653985086
5, 19, 0, 1, 56.35108294712945
5, 19, 1, 0, 66.07317989319294
5, 19, 1, 1, 12.516823687752328
5, 20, 0, 0, 77.93890013437766
5, 20, 0, 1, 58.638211382113845
5, 20, 1, 0, 77.85546863968806
5, 20, 1, 1, 6.9628636096906735
5, 21, 0, 0, 89.15498174374082
5, 21, 0, 1, 61.04856602843293
5, 21, 1, 0, 100.0
5, 21, 1, 1, 0.0
5, 22, 0, 0, 0.0
5, 22, 0, 1, 0.0
5, 22, 1, 0, 0.0
5, 22, 1, 1, 0.0
6, 0, 0, 0, 0.0
6, 0, 0, 1, 0.0
6, 0, 1, 0, 0.0
6, 0, 1, 1, 0.0
6, 1, 0, 0, 0.0
6, 1, 0, 1, 0.0
6, 1, 1, 0, 0.0
6, 1, 1, 1, 0.0
6, 2, 0, 0, 0.0
6, 2, 0, 1, 0.0
6, 2, 1, 0, 0.0
6, 2, 1, 1, 0.0
6, 3, 0, 0, 0.0
6, 3, 0, 1, 0.0
6, 3, 1, 0, 0.0
6, 3, 1, 1, 0.0
6, 4, 0, 0, 0.0
6, 4, 0, 1, 0.0
6, 4, 1, 0, 42.53683536194748
6, 4, 1, 1, 48.25195180522489
6, 5, 0, 0, 0.0
6, 5, 0, 1, 0.0
6, 5, 1, 0, 41.47503285151089
6, 5, 1, 1, 47.770505779983914
6, 6, 0, 0, 0.0
6, 6, 0, 1, 0.0
6, 6, 1, 0, 41.6997379258703
6, 6, 1, 1, 47.49281390327553
6, 7, 0, 0, 0.0
6, 7, 0, 1, 0.0
6, 7, 1, 0, 42.17527386541476
6, 7, 1, 1, 47.095733365694066
6, 8, 0, 0, 0.0
6, 8, 0, 1, 0.0
6, 8, 1, 0, 42.183249406725544
6, 8, 1, 1, 51.79301112495952
6, 9, 0, 0, 0.0
6, 9, 0, 1, 0.0
6, 9, 1, 0, 42.362366274241715
6, 9, 1, 1, 55.4817512293161
6, 10, 0, 0, 0.0
6, 10, 0, 1, 0.0
6, 10, 1, 0, 42.61638185032415
6, 10, 1, 1, 60.00650023609354
6, 11, 0, 0, 0.0
6, 11, 0, 1, 0.0
6, 11, 1, 0, 42.05073359847603
6, 11, 1, 1, 62.76816394121306
6, 12, 0, 0, 43.13543599257881
6, 12, 0, 1, 56.4721448188763
6, 12, 1, 0, 42.29372280693741
6, 12, 1, 1, 38.7191854233659
6, 13, 0, 0, 42.39281844915646
6, 13, 0, 1, 55.465219574369456
6, 13, 1, 0, 42.36204313408477
6, 13, 1, 1, 35.35251645784612
6, 14, 0, 0, 42.79248388424091
6, 14, 0, 1, 54.37126555550567
6, 14, 1, 0, 42.30789985043953
6, 14, 1, 1, 32.189143153372996
6, 15, 0, 0, 42.87730855193501
6, 15, 0, 1, 53.72625525398339
6, 15, 1, 0, 42.26560445064247
6, 15, 1, 1, 29.151428627305226
6, 16, 0, 0, 42.774838330393834
6, 16, 0, 1, 52.646623337019385
6, 16, 1, 0, 42.31014624849947
6, 16, 1, 1, 26.0087263660918
6, 17, 0, 0, 42.779232111692885
6, 17, 0, 1, 52.03459411752943
6, 17, 1, 0, 42.375494455390665
6, 17, 1, 1, 22.463800600708375
6, 18, 0, 0, 58.85539536915684
6, 18, 0, 1, 54.88440727988193
6, 18, 1, 0, 58.85957462854831
6, 18, 1, 1, 18.088807566425245
6, 19, 0, 0, 69.45286348261075
6, 19, 0, 1, 57.14012434241985
6, 19, 1, 0, 69.4714610236128
6, 19, 1, 1, 12.785606018076669
6, 20, 0, 0, 80.13171185690042
6, 20, 0, 1, 59.04699371541135
6, 20, 1, 0, 80.08813767185104
6, 20, 1, 1, 6.888015388475393
6, 21, 0, 0, 90.33945344518258
6, 21, 0, 1, 63.02057613168724
6, 21, 1, 0, 100.0
6, 21, 1, 1, 0.0
6, 22, 0, 0, 0.0
6, 22, 0, 1, 0.0
6, 22, 1, 0, 0.0
6, 22, 1, 1, 0.0
7, 0, 0, 0, 0.0
7, 0, 0, 1, 0.0
7, 0, 1, 0, 0.0
7, 0, 1, 1, 0.0
7, 1, 0, 0, 0.0
7, 1, 0, 1, 0.0
7, 1, 1, 0, 0.0
7, 1, 1, 1, 0.0
7, 2, 0, 0, 0.0
7, 2, 0, 1, 0.0
7, 2, 1, 0, 0.0
7, 2, 1, 1, 0.0
7, 3, 0, 0, 0.0
7, 3, 0, 1, 0.0
7, 3, 1, 0, 0.0
7, 3, 1, 1, 0.0
7, 4, 0, 0, 0.0
7, 4, 0, 1, 0.0
7, 4, 1, 0, 26.619318181818173
7, 4, 1, 1, 39.818236593693
7, 5, 0, 0, 0.0
7, 5, 0, 1, 0.0
7, 5, 1, 0, 26.12310151878497
7, 5, 1, 1, 38.79345870480752
7, 6, 0, 0, 0.0
7, 6, 0, 1, 0.0
7, 6, 1, 0, 25.97008681100303
7, 6, 1, 1, 37.27169303286881
7, 7, 0, 0, 0.0
7, 7, 0, 1, 0.0
7, 7, 1, 0, 26.184047288914854
7, 7, 1, 1, 37.25566737439252
7, 8, 0, 0, 0.0
7, 8, 0, 1, 0.0
7, 8, 1, 0, 26.355748373101964
7, 8, 1, 1, 47.183633670925694
7, 9, 0, 0, 0.0
7, 9, 0, 1, 0.0
7, 9, 1, 0, 26.285658839510955
7, 9, 1, 1, 52.310859084358576
7, 10, 0, 0, 0.0
7, 10, 0, 1, 0.0
7, 10, 1, 0, 25.817681347150213
7, 10, 1, 1, 56.6173761586696
7, 11, 0, 0, 0.0
7, 11, 0, 1, 0.0
7, 11, 1, 0, 26.35795763172193
7, 11, 1, 1, 59.09723343727101
7, 12, 0, 0, 25.47292889758645
7, 12, 0, 1, 52.798618016009144
7, 12, 1, 0, 26.081661648793958
7, 12, 1, 1, 34.923099467166104
7, 13, 0, 0, 25.568181818181817
7, 13, 0, 1, 51.14682221599846
7, 13, 1, 0, 26.115857882756565
7, 13, 1, 1, 32.50444532601298
7, 14, 0, 0, 25.489627157986337
7, 14, 0, 1, 49.065816173407335
7, 14, 1, 0, 26.050795067078813
7, 14, 1, 1, 30.21505118788258
7, 15, 0, 0, 25.829477858559162
7, 15, 0, 1, 47.072493915841584
7, 15, 1, 0, 26.21838955975527
7, 15, 1, 1, 28.00813874160748
7, 16, 0, 0, 25.63261480787252
7, 16, 0, 1, 45.28104402943882
7, 16, 1, 0, 26.210376091729888
7, 16, 1, 1, 26.133008997945257
7, 17, 0, 0, 26.23463446193657
7, 17, 0, 1, 43.84640279728692
7, 17, 1, 0, 26.281020635816404
7, 17, 1, 1, 24.08049189491342
7, 18, 0, 0, 63.04487266354087
7, 18, 0, 1, 52.19625715116842
7, 18, 1, 0, 63.072886106433174
7, 18, 1, 1, 19.52700317684469
7, 19, 0, 0, 76.855274798024
7, 19, 0, 1, 55.22028342813077
7, 19, 1, 0, 76.86273594731179
7, 19, 1, 1, 13.510051790388136
7, 20, 0, 0, 84.78183863682126
7, 20, 0, 1, 56.50802486315985
7, 20, 1, 0, 84.7292291903403
7, 20, 1, 1, 7.290225024347741
7, 21, 0, 0, 92.5835490408539
7, 21, 0, 1, 59.02905479955867
7, 21, 1, 0, 100.0
7, 21, 1, 1, 0.0
7, 22, 0, 0, 0.0
7, 22, 0, 1, 0.0
7, 22, 1, 0, 0.0
7, 22, 1, 1, 0.0
8, 0, 0, 0, 0.0
8, 0, 0, 1, 0.0
8, 0, 1, 0, 0.0
8, 0, 1, 1, 0.0
8, 1, 0, 0, 0.0
8, 1, 0, 1, 0.0
8, 1, 1, 0, 0.0
8, 1, 1, 1, 0.0
8, 2, 0, 0, 0.0
8, 2, 0, 1, 0.0
8, 2, 1, 0, 0.0
8, 2, 1, 1, 0.0
8, 3, 0, 0, 0.0
8, 3, 0, 1, 0.0
8, 3, 1, 0, 0.0
8, 3, 1, 1, 0.0
8, 4, 0, 0, 0.0
8, 4, 0, 1, 0.0
8, 4, 1, 0, 25.21957340025092
8, 4, 1, 1, 36.33961084156328
8, 5, 0, 0, 0.0
8, 5, 0, 1, 0.0
8, 5, 1, 0, 24.461958169142154
8, 5, 1, 1, 35.35936291788377
8, 6, 0, 0, 0.0
8, 6, 0, 1, 0.0
8, 6, 1, 0, 24.292379471228603
8, 6, 1, 1, 34.27644479768626
8, 7, 0, 0, 0.0
8, 7, 0, 1, 0.0
8, 7, 1, 0, 24.64512231954087
8, 7, 1, 1, 33.50798982381293
8, 8, 0, 0, 0.0
8, 8, 0, 1, 0.0
8, 8, 1, 0, 24.720678560982766
8, 8, 1, 1, 37.731216931216636
8, 9, 0, 0, 0.0
8, 9, 0, 1, 0.0
8, 9, 1, 0, 24.69974639934929
8, 9, 1, 1, 48.24592113329302
8, 10, 0, 0, 0.0
8, 10, 0, 1, 0.0
8, 10, 1, 0, 24.12344482145737
8, 10, 1, 1, 53.84158610197834
8, 11, 0, 0, 0.0
8, 11, 0, 1, 0.0
8, 11, 1, 0, 24.448998790485167
8, 11, 1, 1, 55.93060459529651
8, 12, 0, 0, 24.354127284183996
8, 12, 0, 1, 49.15025979638384
8, 12, 1, 0, 24.75426581155066
